"CD_NOM";"LB_NOM";"LB_AUTHOR";"INHERITED_FROM";"LB_NOM_INHERITED_FROM";"LB_AUTEUR_INHERITED_FROM";"ORIGIN";"KINGDOM";"PHYLUM";"CLASS";"ORDER";"FAMILY";"SUBFAMILY";"TRIBE";"GENUS";"GROUP1_INPN";"GROUP2_INPN";"GROUP3_INPN";"SOCIABILITY";"SPECIFICITY";"BIOLOGICAL_STAGE";"SOURCE";"DATASET_ID";"DATASET_TITLE";"CD_TRAIT";"SOCIABILITY_ID";"SPECIFICITY_ID";"BIOLOGICAL_STAGE_ID";"SOURCE_ID"
981506;"Hylaeus signatus berlandi";"(Benoist, 1943)";239796;"Hylaeus signatus";"(Panzer, 1797)";"parent";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Colletidae";"Hylaeinae";"";"Hylaeus";"Arthropodes";"Insectes";"Hyménoptères";" solitary";"";NA;"Genoud, D. 2024. Personnal communication. In: Aubouin, L., Genoud, D., Givord-Coupeau, B., Tercerie, S., Gargominy, O., Leclercq, V., Henry, M., Guilbaud, L., Geslin, B., Schatz, B. 2025. BeeFunc: a comprehensive trait database for French bees.";"2.0";"Abeilles";940202;"https://taxref.mnhn.fr/taxref-web/traits/values/1149";"";NA;"https://taxref.mnhn.fr/taxref-web/docs/447698"
983616;"Osmia caerulescens caerulescens";"(Linnaeus, 1758)";53175;"Osmia caerulescens";"(Linnaeus, 1758)";"parent";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Osmia";"Arthropodes";"Insectes";"Hyménoptères";" solitary";"";NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";940672;"https://taxref.mnhn.fr/taxref-web/traits/values/1149";"";NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
984334;"Stelis minima";"Schenck, 1861";984334;"Stelis minima";"Schenck, 1861";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Anthidiini";"Stelis";"Arthropodes";"Insectes";"Hyménoptères";" solitary";"";NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";940820;"https://taxref.mnhn.fr/taxref-web/traits/values/1149";"";NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
985899;"Bombus ruderatus sardiniensis";"Tournier, 1890";239552;"Bombus ruderatus";"(Fabricius, 1775)";"parent";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";"Arthropodes";"Insectes";"Hyménoptères";" social > eusocial";"";NA;"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), <em>Sci. Rep. Port Cros national Park</em>, 30: 95-143.";"2.0";"Abeilles";939800;"https://taxref.mnhn.fr/taxref-web/traits/values/1159";"";NA;"https://taxref.mnhn.fr/taxref-web/docs/444912"
985900;"Hoplitis annulata annulata";"(Latreille, 1811)";239722;"Hoplitis annulata";"(Latreille, 1811)";"parent";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Hoplitis";"Arthropodes";"Insectes";"Hyménoptères";" solitary";"";NA;"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), <em>Sci. Rep. Port Cros national Park</em>, 30: 95-143.";"2.0";"Abeilles";940082;"https://taxref.mnhn.fr/taxref-web/traits/values/1149";"";NA;"https://taxref.mnhn.fr/taxref-web/docs/444912"
985901;"Bombus ruderatus corsicola";"Strand, 1917";239552;"Bombus ruderatus";"(Fabricius, 1775)";"parent";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";"Arthropodes";"Insectes";"Hyménoptères";" social > eusocial";"";NA;"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), <em>Sci. Rep. Port Cros national Park</em>, 30: 95-143.";"2.0";"Abeilles";939800;"https://taxref.mnhn.fr/taxref-web/traits/values/1159";"";NA;"https://taxref.mnhn.fr/taxref-web/docs/444912"
985902;"Bombus ruderatus ruderatus";"(Fabricius, 1775)";239552;"Bombus ruderatus";"(Fabricius, 1775)";"parent";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";"Arthropodes";"Insectes";"Hyménoptères";" social > eusocial";"";NA;"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), <em>Sci. Rep. Port Cros national Park</em>, 30: 95-143.";"2.0";"Abeilles";939800;"https://taxref.mnhn.fr/taxref-web/traits/values/1159";"";NA;"https://taxref.mnhn.fr/taxref-web/docs/444912"
985903;"Bombus ruderatus autumnalis";"(Fabricius, 1793)";239552;"Bombus ruderatus";"(Fabricius, 1775)";"parent";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";"Arthropodes";"Insectes";"Hyménoptères";" social > eusocial";"";NA;"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), <em>Sci. Rep. Port Cros national Park</em>, 30: 95-143.";"2.0";"Abeilles";939800;"https://taxref.mnhn.fr/taxref-web/traits/values/1159";"";NA;"https://taxref.mnhn.fr/taxref-web/docs/444912"
986201;"Bombus terrestris sassaricus";"Tournier, 1890";53104;"Bombus terrestris";"(Linnaeus, 1758)";"parent";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";"Arthropodes";"Insectes";"Hyménoptères";" social > eusocial";"";NA;"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), <em>Sci. Rep. Port Cros national Park</em>, 30: 95-143.";"2.0";"Abeilles";939814;"https://taxref.mnhn.fr/taxref-web/traits/values/1159";"";NA;"https://taxref.mnhn.fr/taxref-web/docs/444912"
997070;"Bombus mucidus mollis";"Pérez, 1880";239545;"Bombus mucidus";"Gerstäcker, 1869";"parent";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";"Arthropodes";"Insectes";"Hyménoptères";" social > eusocial";"";NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";939782;"https://taxref.mnhn.fr/taxref-web/traits/values/1159";"";NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
997093;"Megachile genalis buyssoni";"Pérez, 1890";239915;"Megachile genalis";"Morawitz, 1880";"parent";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Megachilini";"Megachile";"Arthropodes";"Insectes";"Hyménoptères";" solitary";"";NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";940378;"https://taxref.mnhn.fr/taxref-web/traits/values/1149";"";NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
997224;"Hoplitis acuticornis acuticornis";"(Dufour & Perris, 1840)";239719;"Hoplitis acuticornis";"(Dufour & Perris, 1840)";"parent";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Hoplitis";"Arthropodes";"Insectes";"Hyménoptères";" solitary";"";NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";940078;"https://taxref.mnhn.fr/taxref-web/traits/values/1149";"";NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
997229;"Hoplitis anthocopoides anthocopoides";"(Schenck, 1853)";239723;"Hoplitis anthocopoides";"(Schenck, 1853)";"parent";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Hoplitis";"Arthropodes";"Insectes";"Hyménoptères";" solitary";"";NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";940084;"https://taxref.mnhn.fr/taxref-web/traits/values/1149";"";NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
997230;"Hoplitis antigae laevior";"(Benoist, 1926)";318001;"Hoplitis antigae";"(Pérez, 1895)";"parent";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Hoplitis";"Arthropodes";"Insectes";"Hyménoptères";" solitary";"";NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";940086;"https://taxref.mnhn.fr/taxref-web/traits/values/1149";"";NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
997241;"Hoplitis claviventris claviventris";"(Thomson, 1872)";239729;"Hoplitis claviventris";"(Thomson, 1872)";"parent";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Hoplitis";"Arthropodes";"Insectes";"Hyménoptères";" solitary";"";NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";940098;"https://taxref.mnhn.fr/taxref-web/traits/values/1149";"";NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
997265;"Hoplitis mitis mitis";"(Nylander, 1852)";239740;"Hoplitis mitis";"(Nylander, 1852)";"parent";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Hoplitis";"Arthropodes";"Insectes";"Hyménoptères";" solitary";"";NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";940116;"https://taxref.mnhn.fr/taxref-web/traits/values/1149";"";NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
997380;"Osmia anceyi anceyi";"Pérez, 1880";814897;"Osmia anceyi";"Pérez, 1880";"parent";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Osmia";"Arthropodes";"Insectes";"Hyménoptères";" solitary";"";NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";940660;"https://taxref.mnhn.fr/taxref-web/traits/values/1149";"";NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
998658;"Tetralonia fulvescens";"Giraud, 1863";998658;"Tetralonia fulvescens";"Giraud, 1863";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Eucerinae";"Eucerini";"Tetralonia";"Arthropodes";"Insectes";"Hyménoptères";" solitary";" principal";NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";939377;"https://taxref.mnhn.fr/taxref-web/traits/values/1149";"https://taxref.mnhn.fr/taxref-web/traits/values/132";NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
998658;"Tetralonia fulvescens";"Giraud, 1863";998658;"Tetralonia fulvescens";"Giraud, 1863";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Eucerinae";"Eucerini";"Tetralonia";"Arthropodes";"Insectes";"Hyménoptères";" solitary";" principal";NA;"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), <em>Sci. Rep. Port Cros national Park</em>, 30: 95-143.";"2.0";"Abeilles";939374;"https://taxref.mnhn.fr/taxref-web/traits/values/1149";"https://taxref.mnhn.fr/taxref-web/traits/values/132";NA;"https://taxref.mnhn.fr/taxref-web/docs/444912"
998658;"Tetralonia fulvescens";"Giraud, 1863";998658;"Tetralonia fulvescens";"Giraud, 1863";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Eucerinae";"Eucerini";"Tetralonia";"Arthropodes";"Insectes";"Hyménoptères";" gregarious";" optional";NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";939469;"https://taxref.mnhn.fr/taxref-web/traits/values/1168";"https://taxref.mnhn.fr/taxref-web/traits/values/136";NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
998658;"Tetralonia fulvescens";"Giraud, 1863";998658;"Tetralonia fulvescens";"Giraud, 1863";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Eucerinae";"Eucerini";"Tetralonia";"Arthropodes";"Insectes";"Hyménoptères";" gregarious";" optional";NA;"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), <em>Sci. Rep. Port Cros national Park</em>, 30: 95-143.";"2.0";"Abeilles";939466;"https://taxref.mnhn.fr/taxref-web/traits/values/1168";"https://taxref.mnhn.fr/taxref-web/traits/values/136";NA;"https://taxref.mnhn.fr/taxref-web/docs/444912"
999649;"Melecta albifrons albovaria";"Erichson, 1841";239936;"Melecta albifrons";"(Forster, 1771)";"parent";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Nomadinae";"Melectini";"Melecta";"Arthropodes";"Insectes";"Hyménoptères";" solitary";"";NA;"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), <em>Sci. Rep. Port Cros national Park</em>, 30: 95-143.";"2.0";"Abeilles";940422;"https://taxref.mnhn.fr/taxref-web/traits/values/1149";"";NA;"https://taxref.mnhn.fr/taxref-web/docs/444912"
999650;"Melecta albifrons albifrons";"(Forster, 1771)";239936;"Melecta albifrons";"(Forster, 1771)";"parent";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Nomadinae";"Melectini";"Melecta";"Arthropodes";"Insectes";"Hyménoptères";" solitary";"";NA;"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), <em>Sci. Rep. Port Cros national Park</em>, 30: 95-143.";"2.0";"Abeilles";940422;"https://taxref.mnhn.fr/taxref-web/traits/values/1149";"";NA;"https://taxref.mnhn.fr/taxref-web/docs/444912"
999652;"Melecta albifrons nigra";"Spinola, 1806";239936;"Melecta albifrons";"(Forster, 1771)";"parent";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Nomadinae";"Melectini";"Melecta";"Arthropodes";"Insectes";"Hyménoptères";" solitary";"";NA;"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), <em>Sci. Rep. Port Cros national Park</em>, 30: 95-143.";"2.0";"Abeilles";940422;"https://taxref.mnhn.fr/taxref-web/traits/values/1149";"";NA;"https://taxref.mnhn.fr/taxref-web/docs/444912"
1000020;"Lasioglossum cupromicans cupromicans";"(Pérez, 1903)";239831;"Lasioglossum cupromicans";"(Pérez, 1903)";"parent";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Halictidae";"Halictinae";"Halictini";"Lasioglossum";"Arthropodes";"Insectes";"Hyménoptères";" solitary";"";NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";940238;"https://taxref.mnhn.fr/taxref-web/traits/values/1149";"";NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
1000037;"Rophites algirus trispinosus";"Pérez, 1903";240107;"Rophites algirus";"Pérez, 1895";"parent";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Halictidae";"Rophitinae";"";"Rophites";"Arthropodes";"Insectes";"Hyménoptères";" gregarious";"";NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";940726;"https://taxref.mnhn.fr/taxref-web/traits/values/1168";"";NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
1000257;"Sphecodes dusmeti dusmeti";"Blüthgen, 1924";240116;"Sphecodes dusmeti";"Blüthgen, 1924";"parent";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Halictidae";"Halictinae";"Halictini";"Sphecodes";"Arthropodes";"Insectes";"Hyménoptères";" solitary";"";NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";940764;"https://taxref.mnhn.fr/taxref-web/traits/values/1149";"";NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
1000278;"Sphecodes ruficrus ruficrus";"(Erichson in Waltl, 1835)";240133;"Sphecodes ruficrus";"(Erichson in Waltl, 1835)";"parent";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Halictidae";"Halictinae";"Halictini";"Sphecodes";"Arthropodes";"Insectes";"Hyménoptères";" solitary";"";NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";940802;"https://taxref.mnhn.fr/taxref-web/traits/values/1149";"";NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
1000297;"Sphecodes monilicornis quadratus";"Meyer, 1920";240126;"Sphecodes monilicornis";"(Kirby, 1802)";"parent";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Halictidae";"Halictinae";"Halictini";"Sphecodes";"Arthropodes";"Insectes";"Hyménoptères";" solitary";"";NA;"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), <em>Sci. Rep. Port Cros national Park</em>, 30: 95-143.";"2.0";"Abeilles";940786;"https://taxref.mnhn.fr/taxref-web/traits/values/1149";"";NA;"https://taxref.mnhn.fr/taxref-web/docs/444912"
1000298;"Sphecodes monilicornis monilicornis";"(Kirby, 1802)";240126;"Sphecodes monilicornis";"(Kirby, 1802)";"parent";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Halictidae";"Halictinae";"Halictini";"Sphecodes";"Arthropodes";"Insectes";"Hyménoptères";" solitary";"";NA;"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), <em>Sci. Rep. Port Cros national Park</em>, 30: 95-143.";"2.0";"Abeilles";940786;"https://taxref.mnhn.fr/taxref-web/traits/values/1149";"";NA;"https://taxref.mnhn.fr/taxref-web/docs/444912"
1000308;"Sphecodes albilabris albilabris";"(Fabricius, 1793)";240110;"Sphecodes albilabris";"(Fabricius, 1793)";"parent";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Halictidae";"Halictinae";"Halictini";"Sphecodes";"Arthropodes";"Insectes";"Hyménoptères";" solitary";"";NA;"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), <em>Sci. Rep. Port Cros national Park</em>, 30: 95-143.";"2.0";"Abeilles";940752;"https://taxref.mnhn.fr/taxref-web/traits/values/1149";"";NA;"https://taxref.mnhn.fr/taxref-web/docs/444912"
1000313;"Sphecodes pinguiculus pinguiculus";"Pérez, 1903";886434;"Sphecodes pinguiculus";"Pérez, 1903";"parent";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Halictidae";"Halictinae";"Halictini";"Sphecodes";"Arthropodes";"Insectes";"Hyménoptères";" solitary";"";NA;"Genoud, D. 2024. Personnal communication. In: Aubouin, L., Genoud, D., Givord-Coupeau, B., Tercerie, S., Gargominy, O., Leclercq, V., Henry, M., Guilbaud, L., Geslin, B., Schatz, B. 2025. BeeFunc: a comprehensive trait database for French bees.";"2.0";"Abeilles";940792;"https://taxref.mnhn.fr/taxref-web/traits/values/1149";"";NA;"https://taxref.mnhn.fr/taxref-web/docs/447698"
1000315;"Sphecodes croaticus croaticus";"Meyer, 1922";240115;"Sphecodes croaticus";"Meyer, 1922";"parent";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Halictidae";"Halictinae";"Halictini";"Sphecodes";"Arthropodes";"Insectes";"Hyménoptères";" solitary";"";NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";940762;"https://taxref.mnhn.fr/taxref-web/traits/values/1149";"";NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
1000316;"Sphecodes marginatus marginatus";"Hagens, 1882";240124;"Sphecodes marginatus";"Hagens, 1882";"parent";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Halictidae";"Halictinae";"Halictini";"Sphecodes";"Arthropodes";"Insectes";"Hyménoptères";" solitary";"";NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";940782;"https://taxref.mnhn.fr/taxref-web/traits/values/1149";"";NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
1000321;"Lasioglossum albipes albipes";"(Fabricius, 1781)";239811;"Lasioglossum albipes";"(Fabricius, 1781)";"parent";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Halictidae";"Halictinae";"Halictini";"Lasioglossum";"Arthropodes";"Insectes";"Hyménoptères";" social > presocial > subsocial";"";NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";940214;"https://taxref.mnhn.fr/taxref-web/traits/values/1157";"";NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
1000323;"Lasioglossum aeratum aeratum";"(Kirby, 1802)";239810;"Lasioglossum aeratum";"(Kirby, 1802)";"parent";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Halictidae";"Halictinae";"Halictini";"Lasioglossum";"Arthropodes";"Insectes";"Hyménoptères";" social > presocial > subsocial";"";NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";940212;"https://taxref.mnhn.fr/taxref-web/traits/values/1157";"";NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
1000339;"Lasioglossum interruptum interruptum";"(Panzer, 1798)";239842;"Lasioglossum interruptum";"(Panzer, 1798)";"parent";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Halictidae";"Halictinae";"Halictini";"Lasioglossum";"Arthropodes";"Insectes";"Hyménoptères";" social > presocial > subsocial";"";NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";940250;"https://taxref.mnhn.fr/taxref-web/traits/values/1157";"";NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
1000674;"Hoplitis tuberculata cylindrica";"(Giraud, 1857)";239752;"Hoplitis tuberculata";"(Nylander, 1848)";"parent";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Hoplitis";"Arthropodes";"Insectes";"Hyménoptères";" solitary";"";NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";940132;"https://taxref.mnhn.fr/taxref-web/traits/values/1149";"";NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
1000676;"Hoplitis brachypogon brachypogon";"(Pérez, 1880)";239727;"Hoplitis brachypogon";"(Pérez, 1880)";"parent";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Hoplitis";"Arthropodes";"Insectes";"Hyménoptères";" solitary";"";NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";940094;"https://taxref.mnhn.fr/taxref-web/traits/values/1149";"";NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
1000680;"Osmia rufohirta rufohirta";"Latreille, 1811";53186;"Osmia rufohirta";"Latreille, 1811";"parent";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Osmia";"Arthropodes";"Insectes";"Hyménoptères";" solitary";"";NA;"Genoud, D. 2024. Personnal communication. In: Aubouin, L., Genoud, D., Givord-Coupeau, B., Tercerie, S., Gargominy, O., Leclercq, V., Henry, M., Guilbaud, L., Geslin, B., Schatz, B. 2025. BeeFunc: a comprehensive trait database for French bees.";"2.0";"Abeilles";940688;"https://taxref.mnhn.fr/taxref-web/traits/values/1149";"";NA;"https://taxref.mnhn.fr/taxref-web/docs/447698"
1000686;"Osmia leaiana leaiana";"(Kirby, 1802)";240065;"Osmia leaiana";"(Kirby, 1802)";"parent";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Osmia";"Arthropodes";"Insectes";"Hyménoptères";" solitary";"";NA;"Genoud, D. 2024. Personnal communication. In: Aubouin, L., Genoud, D., Givord-Coupeau, B., Tercerie, S., Gargominy, O., Leclercq, V., Henry, M., Guilbaud, L., Geslin, B., Schatz, B. 2025. BeeFunc: a comprehensive trait database for French bees.";"2.0";"Abeilles";940680;"https://taxref.mnhn.fr/taxref-web/traits/values/1149";"";NA;"https://taxref.mnhn.fr/taxref-web/docs/447698"
1000687;"Osmia melanogaster melanogaster";"Spinola, 1807";240067;"Osmia melanogaster";"Spinola, 1807";"parent";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Osmia";"Arthropodes";"Insectes";"Hyménoptères";" solitary";"";NA;"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), <em>Sci. Rep. Port Cros national Park</em>, 30: 95-143.";"2.0";"Abeilles";940682;"https://taxref.mnhn.fr/taxref-web/traits/values/1149";"";NA;"https://taxref.mnhn.fr/taxref-web/docs/444912"
1000689;"Osmia inermis inermis";"(Zetterstedt, 1838)";240060;"Osmia inermis";"(Zetterstedt, 1838)";"parent";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Osmia";"Arthropodes";"Insectes";"Hyménoptères";" gregarious";"";NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";940678;"https://taxref.mnhn.fr/taxref-web/traits/values/1168";"";NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
