LB_NOM;VALID_NAME;PHYLUM;CLASS;ORDER;FAMILY;SUBFAMILY;TRIBE;GENUS;SUBGENUS;CD_NOM
Panurginus alpinus;Panurginus alpinus (Warncke, 1972);Arthropoda;Insecta;Hymenoptera;Andrenidae;Panurginae;Panurgini;Panurginus;;718521
Panurginus montanus;Panurginus montanus Giraud, 1861;Arthropoda;Insecta;Hymenoptera;Andrenidae;Panurginae;Panurgini;Panurginus;;939376
Panurgus banksianus;Panurgus banksianus (Kirby, 1802);Arthropoda;Insecta;Hymenoptera;Andrenidae;Panurginae;Panurgini;Panurgus;Euryvalvus;240086
Panurgus calcaratus;Panurgus calcaratus (Scopoli, 1763);Arthropoda;Insecta;Hymenoptera;Andrenidae;Panurginae;Panurgini;Panurgus;Panurgus;240087
Panurgus canescens;Panurgus canescens Latreille, 1811;Arthropoda;Insecta;Hymenoptera;Andrenidae;Panurginae;Panurgini;Panurgus;Pachycephalopanurgus;240088
Panurgus cephalotes;Panurgus cephalotes Latreille, 1811;Arthropoda;Insecta;Hymenoptera;Andrenidae;Panurginae;Panurgini;Panurgus;Panurgus;240089
Panurgus corsicus;Panurgus corsicus Warncke, 1972;Arthropoda;Insecta;Hymenoptera;Andrenidae;Panurginae;Panurgini;Panurgus;Panurgus;240090
Panurgus dentipes;Panurgus dentipes Latreille, 1811;Arthropoda;Insecta;Hymenoptera;Andrenidae;Panurginae;Panurgini;Panurgus;Panurgus;240091
Pasites maculatus;Pasites maculatus Jurine, 1807;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Ammobatini;Pasites;;240093
Protosmia exenterata;Protosmia exenterata (Perez in Ferton, 1895);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Protosmia;;240094
Protosmia glutinosa;Protosmia glutinosa (Giraud, 1872);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Protosmia;;318473
Protosmia minutula;Protosmia minutula (Perez, 1896);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Protosmia;Nanosmia;240095
Pseudoanthidium eximium;Pseudoanthidium eximium (Giraud, 1863);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Anthidiini;Pseudoanthidium;Exanthidium;240097
Pseudoanthidium melanurum;Pseudoanthidium melanurum (Klug, 1832);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Anthidiini;Pseudoanthidium;Royanthidium;240099
Pseudoanthidium nanum;Pseudoanthidium nanum (Mocsary, 1881);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Anthidiini;Pseudoanthidium;;808468
Pseudoanthidium reticulatum;Pseudoanthidium reticulatum (Mocsary, 1884);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Anthidiini;Pseudoanthidium;;240100
Pseudoanthidium scapulare;Pseudoanthidium scapulare (Latreille, 1809);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Anthidiini;Pseudoanthidium;Pseudoanthidium;814908
Pseudoanthidium stigmaticorne;Pseudoanthidium stigmaticorne (Dours, 1873);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Anthidiini;Pseudoanthidium;Pseudoanthidium;998605
Rhodanthidium caturigense;Rhodanthidium caturigense (Giraud, 1863);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Anthidiini;Rhodanthidium;Asianthidium;240101
Rhodanthidium infuscatum;Rhodanthidium infuscatum (Erichson in Waltl, 1835);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Anthidiini;Rhodanthidium;;240102
Rhodanthidium septemdentatum;Rhodanthidium septemdentatum (Latreille, 1809);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Anthidiini;Rhodanthidium;Rhodanthidium;240104
Rhodanthidium sticticum;Rhodanthidium sticticum (Fabricius, 1787);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Anthidiini;Rhodanthidium;Rhodanthidium;240106
Rhophitoides canus;Rhophitoides canus (Eversmann, 1852);Arthropoda;Insecta;Hymenoptera;Halictidae;Rophitinae;;Rhophitoides;;808474
Rophites algirus;Rophites algirus Perez, 1895;Arthropoda;Insecta;Hymenoptera;Halictidae;Rophitinae;;Rophites;;240107
Rophites quinquespinosus;Rophites quinquespinosus Spinola, 1807;Arthropoda;Insecta;Hymenoptera;Halictidae;Rophitinae;;Rophites;;240109
Seladonia confusa;Seladonia confusa (Smith, 1853);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Seladonia;Pachyceble;850155
Seladonia gavarnica;Seladonia gavarnica (Perez, 1903);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Seladonia;Pachyceble;850156
Seladonia gemmea;Seladonia gemmea (Dours, 1872);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Seladonia;Seladonia;850157
Seladonia gemmella;Seladonia gemmella Pauly, 2015;Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Seladonia;Seladonia;850151
Seladonia kessleri;Seladonia kessleri (Bramson, 1879);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Seladonia;Seladonia;850159
Seladonia leucahenea;Seladonia leucahenea (Ebmer, 1972);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Seladonia;Pachyceble;850160
Seladonia orientana;Seladonia orientana Pauly & Devalez, 2015;Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Seladonia;;1038696
Seladonia pollinosa;Seladonia pollinosa (Sichel, 1860);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Seladonia;;1039416
Seladonia seladonia;Seladonia seladonia (Fabricius, 1794);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Seladonia;Seladonia;850153
Seladonia smaragdula;Seladonia smaragdula (Vachal, 1895);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Seladonia;Seladonia;850163
Seladonia subaurata;Seladonia subaurata (Rossi, 1792);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Seladonia;Seladonia;839091
Seladonia submediterranea;Seladonia submediterranea Pauly, 2015;Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Seladonia;Seladonia;850152
Seladonia tumulorum;Seladonia tumulorum (Linnaeus, 1758);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Seladonia;;850177
Seladonia vestita;Seladonia vestita (Lepeletier, 1841);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Seladonia;;1038697
Sphecodes albilabris;Sphecodes albilabris (Fabricius, 1793);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Sphecodes;;240110
Sphecodes alternatus;Sphecodes alternatus Smith, 1853;Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Sphecodes;;240111
Sphecodes crassanus;Sphecodes crassanus Warncke, 1992;Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Sphecodes;;240112
Sphecodes crassus;Sphecodes crassus Thomson, 1870;Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Sphecodes;;240113
Sphecodes cristatus;Sphecodes cristatus Hagens, 1882;Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Sphecodes;;240114
Sphecodes croaticus;Sphecodes croaticus Meyer, 1922;Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Sphecodes;;240115
Sphecodes dusmeti;Sphecodes dusmeti Bluthgen, 1924;Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Sphecodes;;240116
Sphecodes ephippius;Sphecodes ephippius (Linnaeus, 1767);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Sphecodes;;240117
Sphecodes ferruginatus;Sphecodes ferruginatus Hagens, 1882;Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Sphecodes;;240118
Sphecodes geoffrellus;Sphecodes geoffrellus (Kirby, 1802);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Sphecodes;;240119
Sphecodes gibbus;Sphecodes gibbus (Linnaeus, 1758);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Sphecodes;;240120
Sphecodes hyalinatus;Sphecodes hyalinatus Hagens, 1882;Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Sphecodes;;240121
Sphecodes intermedius;Sphecodes intermedius Bluthgen, 1923;Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Sphecodes;;886433
Sphecodes longulus;Sphecodes longulus Hagens, 1882;Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Sphecodes;;240122
Sphecodes majalis;Sphecodes majalis Perez, 1903;Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Sphecodes;;240123
Sphecodes marginatus;Sphecodes marginatus Hagens, 1882;Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Sphecodes;;240124
Sphecodes miniatus;Sphecodes miniatus Hagens, 1882;Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Sphecodes;;240125
Sphecodes monilicornis;Sphecodes monilicornis (Kirby, 1802);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Sphecodes;;240126
Sphecodes niger;Sphecodes niger Hagens, 1874;Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Sphecodes;;240127
Sphecodes olivieri;Sphecodes olivieri Lepeletier & Serville in Latreille, 1828;Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Sphecodes;;240128
Sphecodes pellucidus;Sphecodes pellucidus Smith, 1845;Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Sphecodes;;240129
Sphecodes pinguiculus;Sphecodes pinguiculus Perez, 1903;Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Sphecodes;;886434
Sphecodes pseudofasciatus;Sphecodes pseudofasciatus Bluthgen, 1925;Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Sphecodes;;240130
Sphecodes puncticeps;Sphecodes puncticeps Thomson, 1870;Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Sphecodes;;240131
Sphecodes reticulatus;Sphecodes reticulatus Thomson, 1870;Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Sphecodes;;240132
Sphecodes rubicundus;Sphecodes rubicundus Hagens, 1875;Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Sphecodes;;318504
Sphecodes ruficrus;Sphecodes ruficrus (Erichson in Waltl, 1835);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Sphecodes;;240133
Sphecodes rufiventris;Sphecodes rufiventris (Panzer, 1797);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Sphecodes;;240134
Sphecodes scabricollis;Sphecodes scabricollis Wesmael in Sichel, 1866;Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Sphecodes;;240135
Sphecodes schenckii;Sphecodes schenckii Hagens, 1882;Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Sphecodes;;815150
Sphecodes spinulosus;Sphecodes spinulosus Hagens, 1875;Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Sphecodes;;240137
Sphecodes zangherii;Sphecodes zangherii Noskiewicz, 1931;Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Sphecodes;;240139
Stelis annulata;Stelis annulata (Lepeletier, 1841);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Anthidiini;Stelis;Heterostelis;240140
Stelis breviuscula;Stelis breviuscula (Nylander, 1848);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Anthidiini;Stelis;Stelis;240141
Stelis franconica;Stelis franconica (Bluthgen, 1930);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Anthidiini;Stelis;;883928
Stelis hispanica;Stelis hispanica;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Anthidiini;Stelis;;
Stelis minima;Stelis minima Schenck, 1861;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Anthidiini;Stelis;Pseudostelis;984334
Stelis minuta;Stelis minuta Lepeletier de Saint Fargeau & Audinet-Serville, 1825;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Anthidiini;Stelis;;240142
Stelis murina;Stelis murina Perez, 1884;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Anthidiini;Stelis;Stelis;967144
Stelis nasuta;Stelis nasuta (Latreille, 1809);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Anthidiini;Stelis;;240143
Stelis odontopyga;Stelis odontopyga Noskiewicz, 1926;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Anthidiini;Stelis;Stelis;318513
Stelis ornatula;Stelis ornatula (Klug, 1808);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Anthidiini;Stelis;;240144
Stelis phaeoptera;Stelis phaeoptera (Kirby, 1802);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Anthidiini;Stelis;Stelis;53196
Stelis punctulatissima;Stelis punctulatissima (Kirby, 1802);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Anthidiini;Stelis;Stelis;318516
Stelis signata;Stelis signata (Latreille, 1809);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Anthidiini;Stelis;Protostelis;240145
Stelis simillima;Stelis simillima Morawitz, 1875;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Anthidiini;Stelis;;240146
Systropha curvicornis;Systropha curvicornis (Scopoli, 1770);Arthropoda;Insecta;Hymenoptera;Halictidae;Rophitinae;;Systropha;;240147
Systropha grandimargo;Systropha grandimargo Perez, 1905;Arthropoda;Insecta;Hymenoptera;Halictidae;Rophitinae;;Systropha;;1000186
Systropha planidens;Systropha planidens Giraud, 1861;Arthropoda;Insecta;Hymenoptera;Halictidae;Rophitinae;;Systropha;;240148
Tetralonia alticincta;Tetralonia alticincta (Lepeletier, 1841);Arthropoda;Insecta;Hymenoptera;Apidae;Eucerinae;Eucerini;Tetralonia;;816791
Tetralonia dentata;Tetralonia dentata (Germar, 1839);Arthropoda;Insecta;Hymenoptera;Apidae;Eucerinae;Eucerini;Tetralonia;;1031344
Tetralonia fulvescens;Tetralonia fulvescens Giraud, 1863;Arthropoda;Insecta;Hymenoptera;Apidae;Eucerinae;Eucerini;Tetralonia;;998658
Tetralonia graja;Tetralonia graja (Eversmann, 1852);Arthropoda;Insecta;Hymenoptera;Apidae;Eucerinae;Eucerini;Tetralonia;;1000864
Tetralonia inulae;Tetralonia inulae Tkalcu, 1979;Arthropoda;Insecta;Hymenoptera;Apidae;Eucerinae;Eucerini;Tetralonia;;1000891
Tetralonia julliani;Tetralonia julliani (Perez, 1879);Arthropoda;Insecta;Hymenoptera;Apidae;Eucerinae;Eucerini;Tetralonia;;240150
Tetralonia malvae;Tetralonia malvae (Rossi, 1790);Arthropoda;Insecta;Hymenoptera;Apidae;Eucerinae;Eucerini;Tetralonia;;240151
Tetralonia nana;Tetralonia nana Morawitz, 1873;Arthropoda;Insecta;Hymenoptera;Apidae;Eucerinae;Eucerini;Tetralonia;;721891
Tetralonia pollinosa;Tetralonia pollinosa (Lepeletier, 1841);Arthropoda;Insecta;Hymenoptera;Apidae;Eucerinae;Eucerini;Tetralonia;;240153
Tetralonia salicariae;Tetralonia salicariae (Lepeletier, 1841);Arthropoda;Insecta;Hymenoptera;Apidae;Eucerinae;Eucerini;Tetralonia;;240156
Tetralonia scabiosae;Tetralonia scabiosae Mocsáry, 1881;Arthropoda;Insecta;Hymenoptera;Apidae;Eucerinae;Eucerini;Tetralonia;;240157
Tetralonia strigata;Tetralonia strigata (Lepeletier, 1841);Arthropoda;Insecta;Hymenoptera;Apidae;Eucerinae;Eucerini;Tetralonia;;240158
Thyreus affinis;Thyreus affinis (Morawitz, 1873);Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Melectini;Thyreus;;240165
Thyreus hellenicus;Thyreus hellenicus Lieftinck, 1968;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Melectini;Thyreus;;240166
Thyreus hirtus;Thyreus hirtus (de Beaumont, 1940);Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Melectini;Thyreus;;240167
Thyreus histrionicus;Thyreus histrionicus (Illiger, 1806);Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Melectini;Thyreus;;240168
Thyreus orbatus;Thyreus orbatus (Lepeletier, 1841);Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Melectini;Thyreus;;240169
Thyreus picaron;Thyreus picaron Lieftinck, 1968;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Melectini;Thyreus;;240170
Thyreus ramosus;Thyreus ramosus (Lepeletier, 1841);Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Melectini;Thyreus;;240171
Thyreus truncatus;Thyreus truncatus (Perez, 1884);Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Melectini;Thyreus;;240173
Trachusa byssina;Trachusa byssina (Panzer, 1798);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Anthidiini;Trachusa;Trachusa;815229
Trachusa integra;Trachusa integra (Eversmann, 1852);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Anthidiini;Trachusa;Paraanthidium;938371
Trachusa interrupta;Trachusa interrupta (Fabricius, 1781);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Anthidiini;Trachusa;Paraanthidium;240175
Trachusa laeviventris;Trachusa laeviventris (Dours, 1873);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Anthidiini;Trachusa;Archianthidium;814909
Trachusa laticeps;Trachusa laticeps (Morawitz, 1873);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Anthidiini;Trachusa;Archianthidium;240176
Triepeolus tristis;Triepeolus tristis (Smith, 1854);Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Epeolini;Triepeolus;;814911
Xylocopa cantabrita;Xylocopa cantabrita Lepeletier, 1841;Arthropoda;Insecta;Hymenoptera;Apidae;Xylocopinae;Xylocopini;Xylocopa;Rhysoxylocopa;240177
Xylocopa iris;Xylocopa iris (Christ, 1791);Arthropoda;Insecta;Hymenoptera;Apidae;Xylocopinae;Xylocopini;Xylocopa;Copoxylocopa;240178
Xylocopa pubescens;Xylocopa pubescens Spinola, 1838;Arthropoda;Insecta;Hymenoptera;Apidae;Xylocopinae;Xylocopini;Xylocopa;Koptorthosoma;1011473
Xylocopa valga;Xylocopa valga Gerstacker, 1872;Arthropoda;Insecta;Hymenoptera;Apidae;Xylocopinae;Xylocopini;Xylocopa;Xylocopa;240179
Xylocopa violacea;Xylocopa violacea (Linnaeus, 1758);Arthropoda;Insecta;Hymenoptera;Apidae;Xylocopinae;Xylocopini;Xylocopa;;53198
